Main_Wing
 1.00000     0.00000
 0.97368     0.00607
 0.91311     0.02069
 0.84824     0.03516
 0.78254     0.04825
 0.71860     0.06279
 0.65609     0.07361
 0.58969     0.08126
 0.52257     0.08938
 0.45506     0.09570
 0.38945     0.10029
 0.32818     0.09844
 0.26629     0.09320
 0.20926     0.08580
 0.14963     0.07335
 0.10249     0.05705
 0.05231     0.03962
 0.02574     0.02584
 0.01349     0.01742
 0.00617     0.01089
 0.00190     0.00539
 0.00012     0.00058
 0.00081    -0.00374
 0.00422    -0.00768
 0.01069    -0.01140
 0.02149    -0.01504
 0.04203    -0.01865
 0.09160    -0.01697
 0.14470    -0.01396
 0.20854    -0.00861
 0.27600    -0.00514
 0.34228    -0.00055
 0.40679     0.00487
 0.46849     0.00532
 0.53215     0.00705
 0.59999     0.00751
 0.66864     0.00744
 0.73464     0.00708
 0.80104     0.00505
 0.86310     0.00184
 0.92141    -0.00035
 0.97413    -0.00242
 1.00000     0.00000
